UID,whilecount,教師データ数,指定学生のデータ数,accuracy,precision_y,recall_y,f1_y,precision_n,recall_n,f1_n,featuresdict_sorted
30914904,29,812,377,0.916666667,0.8,1,0.888888889,1,0.875,0.933333333,DDCount: 0.02046247875951497; yUTurnCount: 0.03166173675876842; maxDDTime: 0.032640224043524534; thinkingTime: 0.03929313281060727; maxSpeed: 0.043368565422633606; xUTurnCount: 0.04342868118184517; distance: 0.05086909696567161; averageSpeed: 0.07998432391326367; maxDDIntervalTime: 0.08453538810005398; totalDDIntervalTime: 0.11151263522166742; time: 0.11544477434951776; answeringTime: 0.14516444935807307; maxStopTime: 0.2016345131148586
30914904,30,825,390,0.916666667,0.8,1,0.888888889,1,0.875,0.933333333,DDCount: 0.02099285905695226; maxDDTime: 0.032526801420625515; yUTurnCount: 0.03459472400540728; thinkingTime: 0.04061807174286527; maxSpeed: 0.041630480939941775; xUTurnCount: 0.04293566702811745; distance: 0.05113663315718646; averageSpeed: 0.08237482279369918; maxDDIntervalTime: 0.08377689689118696; totalDDIntervalTime: 0.10666617010004859; time: 0.11479113418708754; answeringTime: 0.14175765827516593; maxStopTime: 0.20619808040171578
30914904,31,838,403,1,1,1,1,1,1,1,DDCount: 0.020650675049183064; maxDDTime: 0.032672725207563896; yUTurnCount: 0.03398855592756373; thinkingTime: 0.03807363367880891; xUTurnCount: 0.04249371039882224; maxSpeed: 0.043258527558932336; distance: 0.04928118723738159; averageSpeed: 0.08332878030365543; maxDDIntervalTime: 0.08657634298109029; totalDDIntervalTime: 0.10376901586563698; time: 0.11445171414046644; answeringTime: 0.14219013941299063; maxStopTime: 0.20926499223790454
30914904,32,851,416,1,1,1,1,1,1,1,DDCount: 0.0216483357444729; maxDDTime: 0.032165076672978736; yUTurnCount: 0.034546616718093934; thinkingTime: 0.03930914519541197; xUTurnCount: 0.04186641326851275; maxSpeed: 0.043278023147844714; distance: 0.04964986849736049; averageSpeed: 0.08317330469063082; maxDDIntervalTime: 0.08840582900842116; totalDDIntervalTime: 0.10121612958695507; time: 0.1091815299735519; answeringTime: 0.1395416522081159; maxStopTime: 0.2160180752876497
30914904,33,864,429,1,1,1,1,1,1,1,DDCount: 0.02095266337488274; maxDDTime: 0.032439585267874244; yUTurnCount: 0.03271070676154358; thinkingTime: 0.03541388460726367; maxSpeed: 0.042435586689167366; xUTurnCount: 0.0424603468396538; distance: 0.04935730068994468; averageSpeed: 0.08202375487865579; maxDDIntervalTime: 0.08872369844123344; totalDDIntervalTime: 0.10343992398036352; time: 0.1083495445238871; answeringTime: 0.1387561293245533; maxStopTime: 0.22293687462097644
30914904,34,877,442,0.833333333,0.666666667,1,0.8,1,0.75,0.857142857,DDCount: 0.022119304143050283; maxDDTime: 0.03214717083166615; yUTurnCount: 0.03259925079911942; thinkingTime: 0.036454867942006676; xUTurnCount: 0.03856106385289616; maxSpeed: 0.04216914868799766; distance: 0.04818843557206022; averageSpeed: 0.08173231800169718; maxDDIntervalTime: 0.09118815535539578; totalDDIntervalTime: 0.10344883348059758; time: 0.10905363231793838; answeringTime: 0.14062890685944535; maxStopTime: 0.22170891215612917
30914904,35,890,455,0.833333333,0.666666667,1,0.8,1,0.75,0.857142857,DDCount: 0.022496946465911733; maxDDTime: 0.031168189742242457; yUTurnCount: 0.03322387820910118; xUTurnCount: 0.03501425819002693; thinkingTime: 0.0386052937685672; maxSpeed: 0.041852421049980985; distance: 0.04539778529344733; averageSpeed: 0.08352109196929121; totalDDIntervalTime: 0.0940147722403011; maxDDIntervalTime: 0.10096939153581769; time: 0.11005830806640686; answeringTime: 0.13907719524497072; maxStopTime: 0.22460046822393465
30914904,36,903,468,0.833333333,0.666666667,1,0.8,1,0.75,0.857142857,DDCount: 0.021177800934445202; maxDDTime: 0.03056612596081011; yUTurnCount: 0.03128491993778875; xUTurnCount: 0.03702664925920021; thinkingTime: 0.03889758451180407; maxSpeed: 0.04153185038084465; distance: 0.045984803288660794; averageSpeed: 0.08385148072645139; totalDDIntervalTime: 0.09049456604396221; maxDDIntervalTime: 0.10767847863129248; time: 0.10921543883471661; answeringTime: 0.14044789372977168; maxStopTime: 0.22184240776025171
30914904,37,916,481,0.833333333,0.666666667,1,0.8,1,0.75,0.857142857,DDCount: 0.01829311945451461; maxDDTime: 0.030792249512864876; yUTurnCount: 0.033902530450434454; thinkingTime: 0.0374187809871435; xUTurnCount: 0.03781162245359574; maxSpeed: 0.040519896097865826; distance: 0.04719953189436802; averageSpeed: 0.08348573921876383; totalDDIntervalTime: 0.08788506233788261; maxDDIntervalTime: 0.10858996385005523; time: 0.11190363115124104; answeringTime: 0.13835746711289948; maxStopTime: 0.2238404054783708
30914904,38,929,494,0.833333333,0.666666667,1,0.8,1,0.75,0.857142857,DDCount: 0.01812174186861596; yUTurnCount: 0.03136059195507831; maxDDTime: 0.03142358196660081; xUTurnCount: 0.03701712432361207; thinkingTime: 0.03744531458887599; maxSpeed: 0.042917272631179886; distance: 0.04812060092248461; averageSpeed: 0.08590431888565893; totalDDIntervalTime: 0.08920388190228214; time: 0.10778823700227903; maxDDIntervalTime: 0.1080908602886453; answeringTime: 0.13616335393817117; maxStopTime: 0.22644311972651596
30914904,39,942,507,0.916666667,0.8,1,0.888888889,1,0.875,0.933333333,DDCount: 0.015834315067368484; maxDDTime: 0.02941966731168882; yUTurnCount: 0.030996735937534464; xUTurnCount: 0.037279672496770666; thinkingTime: 0.03958340060586194; maxSpeed: 0.043521250193478266; distance: 0.049718030507199876; averageSpeed: 0.0845181915374471; totalDDIntervalTime: 0.08537406815006114; time: 0.10922918865573349; maxDDIntervalTime: 0.11824164348472126; answeringTime: 0.1347208309835653; maxStopTime: 0.2215630050685694
30914904,40,955,520,0.833333333,0.666666667,1,0.8,1,0.75,0.857142857,DDCount: 0.01667589205490499; maxDDTime: 0.030119756229213517; yUTurnCount: 0.031018307657808566; xUTurnCount: 0.038082803050905646; thinkingTime: 0.03880679399490067; maxSpeed: 0.042411237647877575; distance: 0.049214148848359916; averageSpeed: 0.08198686487666419; totalDDIntervalTime: 0.0876074473261009; time: 0.10752266911613129; maxDDIntervalTime: 0.11760468198347702; answeringTime: 0.13270761968858658; maxStopTime: 0.22624177752506916
30914904,41,968,533,0.916666667,0.8,1,0.888888889,1,0.875,0.933333333,DDCount: 0.016690561887840037; maxDDTime: 0.02912187087373938; yUTurnCount: 0.030711054837501334; thinkingTime: 0.038383046443591834; xUTurnCount: 0.0389450664733254; maxSpeed: 0.04335288554888987; distance: 0.049552789618801975; averageSpeed: 0.08178676555813254; totalDDIntervalTime: 0.08618196262758081; time: 0.1058549838654783; maxDDIntervalTime: 0.11269489052594572; answeringTime: 0.13179971893907838; maxStopTime: 0.23492440280009455
30914904,42,981,546,0.916666667,0.8,1,0.888888889,1,0.875,0.933333333,DDCount: 0.01617482966678365; maxDDTime: 0.029751326226665705; yUTurnCount: 0.030863176272779645; xUTurnCount: 0.037980503945407806; thinkingTime: 0.03866088450029054; maxSpeed: 0.043948887720968575; distance: 0.048164513882570786; averageSpeed: 0.08212676561246514; totalDDIntervalTime: 0.08434939778784604; time: 0.10480957657740483; maxDDIntervalTime: 0.11451465446337741; answeringTime: 0.1322368998874423; maxStopTime: 0.23641858345599773
30914904,43,994,559,0.916666667,0.8,1,0.888888889,1,0.875,0.933333333,DDCount: 0.015294406248176039; maxDDTime: 0.02998022072080657; yUTurnCount: 0.032607001752722055; thinkingTime: 0.03718537907079735; xUTurnCount: 0.037447670049581536; maxSpeed: 0.044148333138266965; distance: 0.05028295492854566; totalDDIntervalTime: 0.08228844609780134; averageSpeed: 0.0826052286833517; time: 0.10378751978388662; maxDDIntervalTime: 0.11793545990854232; answeringTime: 0.13036813432094413; maxStopTime: 0.23606924529657783
30914904,44,1007,572,0.916666667,0.8,1,0.888888889,1,0.875,0.933333333,DDCount: 0.014484919585870035; maxDDTime: 0.029246096202291995; yUTurnCount: 0.03248046955758078; xUTurnCount: 0.03609068665360742; thinkingTime: 0.03701550208543089; maxSpeed: 0.044737996864652206; distance: 0.049827154289852835; averageSpeed: 0.07940430338040556; totalDDIntervalTime: 0.08284398916916867; time: 0.1025003362619286; answeringTime: 0.1278197992034138; maxDDIntervalTime: 0.1299608550176549; maxStopTime: 0.23358789172814237
30914904,45,1020,585,1,1,1,1,1,1,1,DDCount: 0.015049800844317627; maxDDTime: 0.029205047235102487; yUTurnCount: 0.03415011988683844; xUTurnCount: 0.03665117355814744; thinkingTime: 0.03759767480678801; maxSpeed: 0.04481780905243652; distance: 0.04745293390971634; averageSpeed: 0.07881238166896248; totalDDIntervalTime: 0.08527524873848363; time: 0.10208074075507909; maxDDIntervalTime: 0.12412218402414017; answeringTime: 0.13279197652569555; maxStopTime: 0.23199290899429223
30914904,46,1033,598,1,1,1,1,1,1,1,DDCount: 0.01870134905712126; yUTurnCount: 0.03200904062233054; maxDDTime: 0.03312477581027661; thinkingTime: 0.03438424039588916; xUTurnCount: 0.04051542799766712; maxSpeed: 0.04528151735236795; distance: 0.05241803460247825; totalDDIntervalTime: 0.08049337656782594; averageSpeed: 0.08502312785222549; time: 0.09276362082434123; maxDDIntervalTime: 0.12551794354800774; answeringTime: 0.12934384283537875; maxStopTime: 0.23042370253408984
30914904,47,1046,611,1,1,1,1,1,1,1,DDCount: 0.01879541821078434; yUTurnCount: 0.031066188857991464; maxDDTime: 0.0317412481490097; thinkingTime: 0.035170098884543324; xUTurnCount: 0.03943432637716446; maxSpeed: 0.04363368074459457; distance: 0.05408322264043207; totalDDIntervalTime: 0.08080509135467245; averageSpeed: 0.08483374746556463; time: 0.09348245763555069; answeringTime: 0.12474811265276424; maxDDIntervalTime: 0.13019025042491417; maxStopTime: 0.23201615660201388
30914904,48,1059,624,1,1,1,1,1,1,1,DDCount: 0.01913839429784583; yUTurnCount: 0.029310307822938933; maxDDTime: 0.030023828111166474; thinkingTime: 0.03559169209028263; xUTurnCount: 0.03911276899477345; maxSpeed: 0.04339377992764515; distance: 0.05354283793551512; totalDDIntervalTime: 0.08199820178447359; averageSpeed: 0.08517036364040521; time: 0.09528318481027424; answeringTime: 0.12509605921596806; maxDDIntervalTime: 0.12864920675330407; maxStopTime: 0.2336893746154073
30914904,49,1072,637,1,1,1,1,1,1,1,DDCount: 0.01806996483449569; maxDDTime: 0.028839198996077814; yUTurnCount: 0.029246569578962073; thinkingTime: 0.03431852012479543; xUTurnCount: 0.04059394447191175; maxSpeed: 0.042520905616190215; distance: 0.05358996720356142; totalDDIntervalTime: 0.07898624510626084; averageSpeed: 0.08516124813268143; time: 0.10108911863661649; answeringTime: 0.12204506657549617; maxDDIntervalTime: 0.12947069135650138; maxStopTime: 0.23606855936644927
30914904,50,1085,650,1,1,1,1,1,1,1,DDCount: 0.018703411681287228; yUTurnCount: 0.02738131081507836; maxDDTime: 0.029005949646933836; thinkingTime: 0.03658930543592726; xUTurnCount: 0.038075207422586604; maxSpeed: 0.043066671062825995; distance: 0.05229733998246269; totalDDIntervalTime: 0.0773169424396088; averageSpeed: 0.08636482397904588; time: 0.09377118400097412; answeringTime: 0.12893133916888166; maxDDIntervalTime: 0.13142952284234077; maxStopTime: 0.23706699152204694
30914904,51,1098,663,1,1,1,1,1,1,1,DDCount: 0.017957113481403438; yUTurnCount: 0.026974856833114527; maxDDTime: 0.029669900980818325; thinkingTime: 0.03413744683167033; xUTurnCount: 0.03898490867984106; maxSpeed: 0.04391821269588491; distance: 0.05134824303584054; totalDDIntervalTime: 0.07937089576677435; averageSpeed: 0.08373969593031522; time: 0.08750015026344511; answeringTime: 0.13090659960404022; maxDDIntervalTime: 0.1372666763703408; maxStopTime: 0.23822529952651142
30914904,52,1111,676,1,1,1,1,1,1,1,DDCount: 0.017428643021171843; yUTurnCount: 0.025863660990107964; thinkingTime: 0.0322785645797768; maxDDTime: 0.03359041120048293; xUTurnCount: 0.03987552511551309; maxSpeed: 0.04466962133782406; distance: 0.04830390556041874; totalDDIntervalTime: 0.07837462543228575; averageSpeed: 0.08541110986570255; time: 0.08983647821195463; answeringTime: 0.12721227181600894; maxDDIntervalTime: 0.13556391360746953; maxStopTime: 0.24159126926128313
30914904,53,1124,689,1,1,1,1,1,1,1,DDCount: 0.01702397900052789; yUTurnCount: 0.02607287019686833; thinkingTime: 0.03350621782637725; maxDDTime: 0.03450965924049277; xUTurnCount: 0.038272501086346764; maxSpeed: 0.0437095680590705; distance: 0.04876069146335363; totalDDIntervalTime: 0.07794661375779277; averageSpeed: 0.08589494807724496; time: 0.08858885386356107; answeringTime: 0.1276172049673165; maxDDIntervalTime: 0.1372828607009703; maxStopTime: 0.24081403176007732
30914904,54,1137,702,1,1,1,1,1,1,1,DDCount: 0.01736590779584742; yUTurnCount: 0.027143012408210498; maxDDTime: 0.03259106553421846; thinkingTime: 0.03448496647229392; xUTurnCount: 0.038266713665961495; maxSpeed: 0.0430457430798974; distance: 0.04907475800138192; totalDDIntervalTime: 0.07618185022018349; averageSpeed: 0.08596939320812755; time: 0.08710704614738876; answeringTime: 0.12727205185791116; maxDDIntervalTime: 0.1414698046840497; maxStopTime: 0.24002768692452825
30914904,55,1150,715,1,1,1,1,1,1,1,DDCount: 0.017470044785923042; yUTurnCount: 0.026729479054008302; maxDDTime: 0.030985766875149815; thinkingTime: 0.033742200542924365; xUTurnCount: 0.03877792086840465; maxSpeed: 0.04263858587229263; distance: 0.048262034024046316; totalDDIntervalTime: 0.07874469206924817; time: 0.08637146849924052; averageSpeed: 0.09039508430124107; answeringTime: 0.13175064768744965; maxDDIntervalTime: 0.13420008762328944; maxStopTime: 0.23993198779678193
30914904,56,1163,728,1,1,1,1,1,1,1,DDCount: 0.016331245252134793; yUTurnCount: 0.024305596158876713; thinkingTime: 0.03245512103748102; maxDDTime: 0.03456565370541164; xUTurnCount: 0.03990251251657973; maxSpeed: 0.04370837115357167; distance: 0.048179639585946524; totalDDIntervalTime: 0.08143140146786793; averageSpeed: 0.08725699744693102; time: 0.09021245421485652; answeringTime: 0.12034683074948671; maxDDIntervalTime: 0.14629933310783608; maxStopTime: 0.23500484360301968
30914904,57,1176,741,1,1,1,1,1,1,1,DDCount: 0.016204870615563336; yUTurnCount: 0.027690732792200263; maxDDTime: 0.029342777843453828; thinkingTime: 0.034350661912527676; xUTurnCount: 0.038741784262959406; maxSpeed: 0.042820395106670434; distance: 0.04819031759679496; totalDDIntervalTime: 0.07889281518811667; averageSpeed: 0.08667377366601567; time: 0.08848448697244837; answeringTime: 0.12276905723304836; maxDDIntervalTime: 0.14265389316610963; maxStopTime: 0.24318443364409145
30914904,58,1189,754,1,1,1,1,1,1,1,DDCount: 0.016502247953307216; yUTurnCount: 0.026627255843619687; maxDDTime: 0.030674847895301175; thinkingTime: 0.035864822719210855; xUTurnCount: 0.03706245571839041; maxSpeed: 0.04303722320599616; distance: 0.05007022438613761; totalDDIntervalTime: 0.07745148587903981; time: 0.08306003157505171; averageSpeed: 0.08848168576708913; answeringTime: 0.12545395500549175; maxDDIntervalTime: 0.1429560354949764; maxStopTime: 0.2427577285563881
30914904,59,1202,767,1,1,1,1,1,1,1,DDCount: 0.0161477004819005; yUTurnCount: 0.0264873062373403; maxDDTime: 0.030348086133637632; thinkingTime: 0.033740336697652105; xUTurnCount: 0.03615873990810326; maxSpeed: 0.04189376653463575; distance: 0.05099401930847527; totalDDIntervalTime: 0.07779642704948599; time: 0.08218754789854478; averageSpeed: 0.08739682759503206; answeringTime: 0.12650230350336475; maxDDIntervalTime: 0.14574364238715637; maxStopTime: 0.24460329626467117
30914904,60,1215,780,1,1,1,1,1,1,1,DDCount: 0.01598238158447102; yUTurnCount: 0.025381664823686353; maxDDTime: 0.03322343059306497; thinkingTime: 0.034638106993692165; xUTurnCount: 0.03628839800192821; maxSpeed: 0.04368347043325986; distance: 0.04883388598904081; totalDDIntervalTime: 0.07698713814449225; time: 0.0806816199764872; averageSpeed: 0.08868449414605205; answeringTime: 0.12448873849264969; maxDDIntervalTime: 0.15065388000336852; maxStopTime: 0.2404727908178068
30914904,61,1228,793,1,1,1,1,1,1,1,DDCount: 0.019637941168314826; yUTurnCount: 0.02543796073854184; maxDDTime: 0.0314484346812417; thinkingTime: 0.03299432996482726; xUTurnCount: 0.03907134701395949; maxSpeed: 0.042696020698079415; distance: 0.04760416143860758; totalDDIntervalTime: 0.07436916323153263; time: 0.08533179375059335; averageSpeed: 0.09045330942523089; answeringTime: 0.12422304975187308; maxDDIntervalTime: 0.14568466525083432; maxStopTime: 0.24104782288636364
30914904,62,1241,806,1,1,1,1,1,1,1,DDCount: 0.016934818662888658; yUTurnCount: 0.02747000322282215; maxDDTime: 0.030606979762507952; thinkingTime: 0.03379271616605467; xUTurnCount: 0.03670959958183937; maxSpeed: 0.04225415836293012; distance: 0.04918605114873466; totalDDIntervalTime: 0.07141056151413411; time: 0.08293858954295455; averageSpeed: 0.08980405867338537; answeringTime: 0.12302013395985595; maxDDIntervalTime: 0.15299469306526028; maxStopTime: 0.24287763633663215
30914904,63,1254,819,1,1,1,1,1,1,1,DDCount: 0.0188090023767543; yUTurnCount: 0.027728264916663345; maxDDTime: 0.03219424004415717; thinkingTime: 0.03386993364668309; xUTurnCount: 0.03567663584825744; maxSpeed: 0.04294112817171342; distance: 0.047536851621624535; totalDDIntervalTime: 0.07371015372255785; time: 0.08673240086782728; averageSpeed: 0.0887307338685156; answeringTime: 0.11911371889573064; maxDDIntervalTime: 0.14515027494028346; maxStopTime: 0.2478066610792319
30914904,64,1267,832,1,1,1,1,1,1,1,DDCount: 0.018990686674339605; yUTurnCount: 0.02796505443663143; maxDDTime: 0.03138685312062139; thinkingTime: 0.03322615532373304; xUTurnCount: 0.036099393751031356; maxSpeed: 0.040696235769390195; distance: 0.048056396026450454; totalDDIntervalTime: 0.0717640235789965; time: 0.08801635167052656; averageSpeed: 0.09129157788449142; answeringTime: 0.1195703781250683; maxDDIntervalTime: 0.1484641546540438; maxStopTime: 0.24447273898467597
30914904,65,1280,845,1,1,1,1,1,1,1,DDCount: 0.019392079071307505; yUTurnCount: 0.02512194777036424; thinkingTime: 0.032589715767204305; maxDDTime: 0.03473265276794638; xUTurnCount: 0.03569189098800439; maxSpeed: 0.044328568926731024; distance: 0.046008556649380895; totalDDIntervalTime: 0.07112738261895969; averageSpeed: 0.08636957494769378; time: 0.08680516351038475; answeringTime: 0.12215022205569935; maxDDIntervalTime: 0.149199888328405; maxStopTime: 0.24648235659791873
30914904,66,1293,858,1,1,1,1,1,1,1,DDCount: 0.01888881774342739; yUTurnCount: 0.025698434296643057; thinkingTime: 0.03011070375133353; maxDDTime: 0.03305854289113472; xUTurnCount: 0.034271755400060805; maxSpeed: 0.043556254256783396; distance: 0.04580578007037599; totalDDIntervalTime: 0.07175241909458491; averageSpeed: 0.08605889321048565; time: 0.08974951244232876; answeringTime: 0.11931671267561426; maxDDIntervalTime: 0.1481749099343766; maxStopTime: 0.2535572642328508
30914904,67,1306,871,0.916666667,0.8,1,0.888888889,1,0.875,0.933333333,DDCount: 0.019162681277771924; yUTurnCount: 0.0253172030997669; thinkingTime: 0.03086968392396666; maxDDTime: 0.032381543797743856; xUTurnCount: 0.03471208483138977; maxSpeed: 0.04153066535183891; distance: 0.044537419186913875; totalDDIntervalTime: 0.07590435672702066; time: 0.0886517549738053; averageSpeed: 0.08969849143362811; answeringTime: 0.11729823601813026; maxDDIntervalTime: 0.15039286021726722; maxStopTime: 0.24954301916075655
UID,whilecount,教師データ数,指定学生のデータ数,accuracy,precision_y,recall_y,f1_y,precision_n,recall_n,f1_n,featuresdict_sorted
60910014,0,436,0,0.916666667,1,0.75,0.857142857,0.888888889,1,0.941176471,DDCount: 0.02759749341683265; xUTurnCount: 0.03461941524300833; averageSpeed: 0.043944325752348426; maxDDTime: 0.04701304778512976; yUTurnCount: 0.05680239464673363; thinkingTime: 0.06018396277311701; maxSpeed: 0.06093757454208753; maxStopTime: 0.06310018570154911; maxDDIntervalTime: 0.06972866354629986; distance: 0.08219399301552036; totalDDIntervalTime: 0.12922320945321275; time: 0.13111357978599938; answeringTime: 0.19354215433816144
60910014,0,872,0,0.833333333,1,0.5,0.666666667,0.8,1,0.888888889,DDCount: 0.023768250455385217; xUTurnCount: 0.034351167748008865; averageSpeed: 0.04461888647461933; maxDDTime: 0.045257744261826695; maxSpeed: 0.05753727754991122; thinkingTime: 0.05928963169787437; yUTurnCount: 0.06128193081153999; maxDDIntervalTime: 0.06538566397371488; maxStopTime: 0.06824758902223507; distance: 0.09008438955137744; time: 0.12256385310239613; totalDDIntervalTime: 0.12627092847849136; answeringTime: 0.20134268687261933
60910014,1,448,12,0.916666667,1,0.75,0.857142857,0.888888889,1,0.941176471,DDCount: 0.02578687084015514; xUTurnCount: 0.03501975795337843; maxDDTime: 0.046713411686279196; averageSpeed: 0.04686076102767973; thinkingTime: 0.056907151826920625; yUTurnCount: 0.05694764551053841; maxSpeed: 0.06256758943153166; maxStopTime: 0.06287492815602395; maxDDIntervalTime: 0.07138959704711882; distance: 0.08442702710808594; time: 0.12681620796903942; totalDDIntervalTime: 0.127199358668416; answeringTime: 0.19648969277483266
60910014,2,460,24,0.833333333,1,0.5,0.666666667,0.8,1,0.888888889,DDCount: 0.028246366809790677; xUTurnCount: 0.03614914143854054; averageSpeed: 0.04785666027272446; maxDDTime: 0.049689768079635925; thinkingTime: 0.0553844480064463; maxStopTime: 0.06054530000218205; maxSpeed: 0.06097360288803776; yUTurnCount: 0.06103686598292718; maxDDIntervalTime: 0.06443766575629653; distance: 0.0841319007920613; time: 0.12707381612678945; totalDDIntervalTime: 0.13083266434332713; answeringTime: 0.19364179950124075
60910014,3,472,36,0.833333333,1,0.5,0.666666667,0.8,1,0.888888889,DDCount: 0.026026972736306865; xUTurnCount: 0.03800403714348814; averageSpeed: 0.046229796331517505; thinkingTime: 0.05235919870940038; maxDDTime: 0.05494907844947348; yUTurnCount: 0.05911296514334044; maxSpeed: 0.060821177102443766; maxStopTime: 0.0633991291334432; maxDDIntervalTime: 0.06722844383427028; distance: 0.08392850450527711; time: 0.1177643570885188; totalDDIntervalTime: 0.13486175081068807; answeringTime: 0.1953145890118319
60910014,4,484,48,0.833333333,1,0.5,0.666666667,0.8,1,0.888888889,DDCount: 0.02708153018819334; xUTurnCount: 0.03840716516039641; averageSpeed: 0.0456950275560821; thinkingTime: 0.04800919441692086; maxDDTime: 0.05129596579646372; yUTurnCount: 0.06053354220396751; maxSpeed: 0.06158664969285674; maxDDIntervalTime: 0.06328983903896139; maxStopTime: 0.06420813191245812; distance: 0.08036892414500317; time: 0.12068408061067544; totalDDIntervalTime: 0.13780088244547556; answeringTime: 0.20103906683254558
60910014,5,496,60,0.833333333,1,0.5,0.666666667,0.8,1,0.888888889,DDCount: 0.029420461585089323; xUTurnCount: 0.03757658006733616; averageSpeed: 0.04423793647283777; maxDDTime: 0.05030043439410967; thinkingTime: 0.050612272677019766; yUTurnCount: 0.05395032593847183; maxSpeed: 0.06421467922862187; maxDDIntervalTime: 0.06624698418721164; maxStopTime: 0.06724038166527235; distance: 0.08339068800214924; time: 0.12030021809379282; totalDDIntervalTime: 0.12848975086390946; answeringTime: 0.20401928682417814
60910014,6,508,72,0.833333333,1,0.5,0.666666667,0.8,1,0.888888889,DDCount: 0.02722034856787103; xUTurnCount: 0.03583740067068644; averageSpeed: 0.045265454283531244; thinkingTime: 0.05142015477969019; maxDDTime: 0.05397737813978242; yUTurnCount: 0.055268749867502444; maxSpeed: 0.06453646633382458; maxStopTime: 0.06454821012123951; maxDDIntervalTime: 0.06549567841472621; distance: 0.08328583572677965; time: 0.12517295304022355; totalDDIntervalTime: 0.1277466768235333; answeringTime: 0.20022469323060943
60910014,7,520,84,0.916666667,1,0.75,0.857142857,0.888888889,1,0.941176471,xUTurnCount: 0.025753056648899986; DDCount: 0.033630668431656546; maxDDTime: 0.04476344433998706; averageSpeed: 0.045570786392089564; thinkingTime: 0.04704077328755133; yUTurnCount: 0.05724102416336495; maxDDIntervalTime: 0.06094301835848061; maxStopTime: 0.0631711410184301; maxSpeed: 0.0708135841462716; distance: 0.09777285890528135; totalDDIntervalTime: 0.12791644760808846; time: 0.12992559592656733; answeringTime: 0.19545760077333138
60910014,8,532,96,0.916666667,1,0.75,0.857142857,0.888888889,1,0.941176471,xUTurnCount: 0.027093984809043035; DDCount: 0.03154804596340126; maxDDTime: 0.0400205707079672; averageSpeed: 0.04444180854398511; thinkingTime: 0.04791703343057503; yUTurnCount: 0.05664098491375116; maxDDIntervalTime: 0.061097947144395835; maxStopTime: 0.0626354395116334; maxSpeed: 0.0721277216955316; distance: 0.09835821054299619; totalDDIntervalTime: 0.12833864137807666; time: 0.13522663203559984; answeringTime: 0.1945529793230438
60910014,9,544,108,0.916666667,1,0.75,0.857142857,0.888888889,1,0.941176471,xUTurnCount: 0.028585805855544686; DDCount: 0.030174131107911426; maxDDTime: 0.04440014747268721; thinkingTime: 0.045764857804699535; averageSpeed: 0.04622181753379754; yUTurnCount: 0.0553492145584492; maxDDIntervalTime: 0.05907502412746675; maxStopTime: 0.06452185947259435; maxSpeed: 0.07570329909020782; distance: 0.0948440162615871; totalDDIntervalTime: 0.1271493854051311; time: 0.13063547680275445; answeringTime: 0.19757496450716888
60910014,10,556,120,0.916666667,1,0.75,0.857142857,0.888888889,1,0.941176471,xUTurnCount: 0.028279556162860896; DDCount: 0.02972951655990444; thinkingTime: 0.045625423876802636; averageSpeed: 0.045714244160294515; maxDDTime: 0.048414666724047095; yUTurnCount: 0.05330389837107337; maxDDIntervalTime: 0.055303872984457075; maxStopTime: 0.06521242857344557; maxSpeed: 0.07732219091122594; distance: 0.09608273742143357; totalDDIntervalTime: 0.1252391981919695; time: 0.132916141982825; answeringTime: 0.19685612407966047
60910014,11,568,132,0.916666667,1,0.75,0.857142857,0.888888889,1,0.941176471,xUTurnCount: 0.027758466528377917; DDCount: 0.030791081118281178; averageSpeed: 0.044992006927563444; thinkingTime: 0.048038657111256114; yUTurnCount: 0.04864466695621253; maxDDTime: 0.04986389651791052; maxDDIntervalTime: 0.05607245783899438; maxStopTime: 0.06844260258302097; maxSpeed: 0.07964266805082648; distance: 0.09411603842338001; totalDDIntervalTime: 0.12515965431301246; time: 0.1285357560755193; answeringTime: 0.19794204755564457
60910014,12,580,144,0.916666667,1,0.75,0.857142857,0.888888889,1,0.941176471,xUTurnCount: 0.027379948711137858; DDCount: 0.030499162339119073; thinkingTime: 0.046827087239952256; maxDDTime: 0.047388135401036105; yUTurnCount: 0.0477044320090259; averageSpeed: 0.04947350526437531; maxDDIntervalTime: 0.0556957278471912; maxStopTime: 0.0655801429643719; maxSpeed: 0.07890574526028593; distance: 0.09362063430707329; totalDDIntervalTime: 0.13046607262511958; time: 0.1322304778871951; answeringTime: 0.1942289281441163
60910014,13,592,156,0.916666667,1,0.75,0.857142857,0.888888889,1,0.941176471,xUTurnCount: 0.025608681834329957; DDCount: 0.0322863842136995; thinkingTime: 0.04420361310151288; averageSpeed: 0.04607889901403652; maxDDTime: 0.04878212258009734; yUTurnCount: 0.05025705192793123; maxDDIntervalTime: 0.06009798766242703; maxStopTime: 0.060693618030642785; maxSpeed: 0.08040885431007994; distance: 0.09458431743308018; totalDDIntervalTime: 0.12804728300202697; time: 0.13527817811668422; answeringTime: 0.19367300877345134
